from_ids,from_token,to_ids,to_token,weights
160,Ġthe,159,Ġof,3.4225566e-13
30,Ġplan,34,",",3.4103644e-13
44,on,18,on,3.3847927e-13
265,"),",255,"),",3.3264992e-13
348,ĠChapter,349,Ġwith,3.2831135e-13
255,"),",265,"),",3.1946914e-13
34,",",30,Ġplan,3.188026e-13
272,1998,264,1994,3.1838757e-13
259,:,323,:,3.150488e-13
43,oul,44,on,3.1325837e-13
345,:,349,Ġwith,3.0547282e-13
349,Ġwith,348,ĠChapter,2.9898967e-13
351,ek,351,ek,2.9515875e-13
43,oul,42,ĠT,2.865331e-13
32,Ġescape,27,Ġliving,2.8635335e-13
346,ĠThe,348,ĠChapter,2.8378425e-13
348,ĠChapter,346,ĠThe,2.806472e-13
27,Ġliving,32,Ġescape,2.8040962e-13
264,1994,272,1998,2.771755e-13
44,on,43,oul,2.7590964e-13
356,Ġassociated,352,Ġtrying,2.7383767e-13
270,ĠMaster,271,Ġ(,2.7254438e-13
271,Ġ(,270,ĠMaster,2.7247264e-13
346,ĠThe,345,:,2.7054053e-13
166,ĠHowever,171,Ġwas,2.6837937e-13
171,Ġwas,166,ĠHowever,2.682934e-13
199,Ġwho,199,Ġwho,2.6627761e-13
167,Ġthe,168,Ġgift,2.6442322e-13
159,Ġof,156,Ġthat,2.640694e-13
167,Ġthe,171,Ġwas,2.6289092e-13
171,Ġwas,167,Ġthe,2.6193294e-13
345,:,346,ĠThe,2.6112383e-13
346,ĠThe,344,Ġ5,2.6025322e-13
349,Ġwith,350,ĠSut,2.5954236e-13
350,ĠSut,349,Ġwith,2.568623e-13
344,Ġ5,346,ĠThe,2.5542985e-13
175,Ġas,171,Ġwas,2.5094846e-13
168,Ġgift,166,ĠHowever,2.5021288e-13
255,"),",255,"),",2.499434e-13
191,Ġby,191,Ġby,2.4859978e-13
191,Ġby,193,zel,2.4766224e-13
26,Ġhis,32,Ġescape,2.469561e-13
172,Ġalso,168,Ġgift,2.462421e-13
42,ĠT,43,oul,2.4565994e-13
172,Ġalso,171,Ġwas,2.4481472e-13
168,Ġgift,167,Ġthe,2.442816e-13
171,Ġwas,172,Ġalso,2.4127355e-13
253,Ġ(,271,Ġ(,2.402115e-13
271,Ġ(,253,Ġ(,2.402005e-13
159,Ġof,157,Ġwere,2.3874753e-13
323,:,324,ĠT,2.362628e-13
72,Ġwhen,72,Ġwhen,2.3206372e-13
355,Ġeveryone,356,Ġassociated,2.301638e-13
173,Ġa,168,Ġgift,2.297296e-13
173,Ġa,171,Ġwas,2.2820634e-13
156,Ġthat,159,Ġof,2.2788967e-13
349,Ġwith,352,Ġtrying,2.2783403e-13
272,1998,266,ĠCurse,2.2624478e-13
16,ĠT,42,ĠT,2.2596703e-13
168,Ġgift,172,Ġalso,2.2501396e-13
390,on,388,ĠT,2.2302882e-13
41,Ġmaster,39,ĠInn,2.2005237e-13
356,Ġassociated,355,Ġeveryone,2.1881435e-13
388,ĠT,388,ĠT,2.1835158e-13
200,Ġhas,194,Ġwants,2.182912e-13
327,'s,330,1991,2.1802197e-13
157,Ġwere,159,Ġof,2.1517639e-13
390,on,390,on,2.1314016e-13
171,Ġwas,175,Ġas,2.1087407e-13
388,ĠT,390,on,2.0867149e-13
6,ĠK,6,ĠK,2.0789719e-13
171,Ġwas,173,Ġa,2.0525145e-13
261,ĠFinal,261,ĠFinal,2.0497997e-13
352,Ġtrying,349,Ġwith,2.0448012e-13
190,Ġplace,191,Ġby,2.0393835e-13
151,Ġhis,151,Ġhis,1.9917802e-13
268,Ġthe,272,1998,1.9776147e-13
191,Ġby,190,Ġplace,1.9688457e-13
193,zel,191,Ġby,1.9480023e-13
193,zel,193,zel,1.940652e-13
267,Ġof,272,1998,1.9119064e-13
42,ĠT,16,ĠT,1.8877555e-13
8,w,9,ige,1.8789652e-13
167,Ġthe,169,Ġof,1.7904093e-13
209,br,857,br,1.7800987e-13
324,ĠT,323,:,1.779973e-13
73,Ġhis,69,Ġ1902,1.742445e-13
264,1994,330,1991,1.7157712e-13
9,ige,8,w,1.7124626e-13
191,Ġby,185,Ġstolen,1.6892768e-13
77,Greg,107,Jack,1.6720979e-13
169,Ġof,166,ĠHowever,1.629232e-13
271,Ġ(,329,Ġ(,1.6205911e-13
190,Ġplace,190,Ġplace,1.6151386e-13
323,:,327,'s,1.6125682e-13
169,Ġof,167,Ġthe,1.5906045e-13
198,Ġeveryone,200,Ġhas,1.5850713e-13
43,oul,41,Ġmaster,1.5819453e-13
185,Ġstolen,191,Ġby,1.5491449e-13
265,"),",271,Ġ(,1.5490533e-13
191,Ġby,186,Ġfrom,1.5416933e-13
271,Ġ(,265,"),",1.5319324e-13
72,Ġwhen,74,Ġyounger,1.5208867e-13
74,Ġyounger,72,Ġwhen,1.5052075e-13
186,Ġfrom,191,Ġby,1.4792142e-13
352,Ġtrying,358,Ġhis,1.4692182e-13
169,Ġof,172,Ġalso,1.4651492e-13
351,ek,349,Ġwith,1.4641909e-13
358,Ġhis,350,ĠSut,1.452622e-13
323,:,328,ĠRevenge,1.4075403e-13
190,Ġplace,185,Ġstolen,1.3857948e-13
329,Ġ(,271,Ġ(,1.3728015e-13
356,Ġassociated,356,Ġassociated,1.3707293e-13
194,Ġwants,192,ĠAf,1.3607006e-13
191,Ġby,184,Ġwas,1.3532826e-13
30,Ġplan,31,Ġto,1.352978e-13
200,Ġhas,198,Ġeveryone,1.3449993e-13
40,Ġpuppet,40,Ġpuppet,1.3375369e-13
330,1991,264,1994,1.3235005e-13
184,Ġwas,191,Ġby,1.3141906e-13
358,Ġhis,352,Ġtrying,1.2751574e-13
190,Ġplace,186,Ġfrom,1.2647202e-13
31,Ġto,30,Ġplan,1.2526278e-13
160,Ġthe,158,Ġpart,1.245198e-13
185,Ġstolen,190,Ġplace,1.226885e-13
327,'s,323,:,1.2242178e-13
171,Ġwas,168,Ġgift,1.1887611e-13
171,Ġwas,171,Ġwas,1.1818747e-13
325,oul,323,:,1.1498619e-13
190,Ġplace,184,Ġwas,1.11016055e-13
168,Ġgift,168,Ġgift,1.1086476e-13
168,Ġgift,171,Ġwas,1.1022253e-13
355,Ġeveryone,358,Ġhis,1.07194655e-13
328,ĠRevenge,323,:,1.0715377e-13
202,Ġit,200,Ġhas,1.0575803e-13
185,Ġstolen,185,Ġstolen,1.0526699e-13
351,ek,358,Ġhis,1.05204365e-13
326,on,323,:,1.05191124e-13
192,ĠAf,194,Ġwants,1.04758636e-13
184,Ġwas,190,Ġplace,1.04080285e-13
159,Ġof,159,Ġof,1.02001015e-13
358,Ġhis,355,Ġeveryone,1.018933e-13
272,1998,254,1993,1.0102479e-13
73,Ġhis,71,ĠParis,1.00639576e-13
186,Ġfrom,185,Ġstolen,1.0051508e-13
74,Ġyounger,74,Ġyounger,9.864767e-14
81,),69,Ġ1902,9.83002e-14
158,Ġpart,156,Ġthat,9.7640944e-14
185,Ġstolen,186,Ġfrom,9.607016e-14
200,Ġhas,203,Ġdead,9.490564e-14
200,Ġhas,202,Ġit,9.43537e-14
69,Ġ1902,68,Ġin,9.374362e-14
14,Ġmaster,41,Ġmaster,9.3037164e-14
390,on,44,on,9.281986e-14
162,ĠMag,159,Ġof,9.2195606e-14
186,Ġfrom,186,Ġfrom,9.1733404e-14
69,Ġ1902,70,Ġin,9.1299466e-14
68,Ġin,69,Ġ1902,9.081351e-14
184,Ġwas,185,Ġstolen,8.930145e-14
70,Ġin,69,Ġ1902,8.882698e-14
254,1993,272,1998,8.8278567e-14
158,Ġpart,157,Ġwere,8.827823e-14
185,Ġstolen,359,Ġstolen,8.81914e-14
356,Ġassociated,359,Ġstolen,8.703617e-14
159,Ġof,162,ĠMag,8.654205e-14
31,Ġto,27,Ġliving,8.581782e-14
185,Ġstolen,184,Ġwas,8.432955e-14
31,Ġto,25,Ġ&,8.3821696e-14
358,Ġhis,351,ek,8.340275e-14
388,ĠT,42,ĠT,8.312118e-14
156,Ġthat,158,Ġpart,8.291106e-14
184,Ġwas,186,Ġfrom,8.149933e-14
199,Ġwho,200,Ġhas,8.130649e-14
44,on,390,on,8.073086e-14
186,Ġfrom,184,Ġwas,8.052279e-14
171,Ġwas,169,Ġof,8.049131e-14
357,Ġwith,352,Ġtrying,7.9595144e-14
157,Ġwere,158,Ġpart,7.82857e-14
162,ĠMag,162,ĠMag,7.822271e-14
69,Ġ1902,67,Ġback,7.808765e-14
185,Ġstolen,182,Ġthe,7.5598585e-14
182,Ġthe,185,Ġstolen,7.534523e-14
42,ĠT,388,ĠT,7.521456e-14
168,Ġgift,169,Ġof,7.5066946e-14
184,Ġwas,359,Ġstolen,7.481551e-14
26,Ġhis,31,Ġto,7.465814e-14
67,Ġback,69,Ġ1902,7.392767e-14
349,Ġwith,349,Ġwith,7.392259e-14
41,Ġmaster,14,Ġmaster,7.3867914e-14
200,Ġhas,199,Ġwho,7.3122714e-14
169,Ġof,168,Ġgift,7.2188424e-14
186,Ġfrom,182,Ġthe,7.2185943e-14
169,Ġof,171,Ġwas,7.177024e-14
184,Ġwas,184,Ġwas,7.153913e-14
346,ĠThe,349,Ġwith,7.0163466e-14
355,Ġeveryone,357,Ġwith,6.929209e-14
182,Ġthe,186,Ġfrom,6.876256e-14
44,on,40,Ġpuppet,6.7931134e-14
359,Ġstolen,185,Ġstolen,6.7784096e-14
220,Ġof,220,Ġof,6.5546025e-14
184,Ġwas,182,Ġthe,6.4132524e-14
356,Ġassociated,358,Ġhis,6.383913e-14
358,Ġhis,356,Ġassociated,6.382963e-14
357,Ġwith,355,Ġeveryone,6.3601644e-14
40,Ġpuppet,42,ĠT,6.328231e-14
42,ĠT,40,Ġpuppet,6.048353e-14
182,Ġthe,184,Ġwas,6.0359066e-14
346,ĠThe,346,ĠThe,5.9977034e-14
71,ĠParis,70,Ġin,5.947148e-14
359,Ġstolen,359,Ġstolen,5.678858e-14
271,Ġ(,271,Ġ(,5.5812583e-14
323,:,345,:,5.5658115e-14
254,1993,330,1991,5.4645968e-14
182,Ġthe,182,Ġthe,5.410976e-14
68,Ġin,71,ĠParis,5.245177e-14
32,Ġescape,32,Ġescape,5.150697e-14
70,Ġin,71,ĠParis,5.13046e-14
169,Ġof,169,Ġof,4.8878866e-14
7,ole,9,ige,4.5258017e-14
329,Ġ(,330,1991,4.341808e-14
72,Ġwhen,69,Ġ1902,4.276786e-14
330,1991,254,1993,4.1994684e-14
359,Ġstolen,358,Ġhis,4.1653262e-14
191,Ġby,192,ĠAf,4.1554864e-14
358,Ġhis,349,Ġwith,4.1373595e-14
356,Ġassociated,357,Ġwith,4.1266724e-14
9,ige,7,ole,4.1257596e-14
345,:,323,:,4.1091418e-14
358,Ġhis,359,Ġstolen,4.052958e-14
357,Ġwith,356,Ġassociated,3.9842363e-14
34,",",32,Ġescape,3.9286435e-14
32,Ġescape,34,",",3.9249362e-14
330,1991,329,Ġ(,3.8716473e-14
43,oul,45,Ġreminis,3.833452e-14
158,Ġpart,159,Ġof,3.7715375e-14
159,Ġof,158,Ġpart,3.711012e-14
107,Jack,20,Guy,3.5353024e-14
12,Ġwhere,30,Ġplan,3.534635e-14
44,on,44,on,3.5157343e-14
40,Ġpuppet,41,Ġmaster,3.4923094e-14
193,zel,105,zel,3.4364872e-14
43,oul,46,ces,3.4289188e-14
193,zel,192,ĠAf,3.2561898e-14
44,on,42,ĠT,3.2149105e-14
272,1998,271,Ġ(,3.207646e-14
323,:,329,Ġ(,3.1747235e-14
41,Ġmaster,40,Ġpuppet,3.1745236e-14
151,Ġhis,149,Ġlife,3.1455148e-14
42,ĠT,44,on,3.1302824e-14
71,ĠParis,72,Ġwhen,3.058417e-14
30,Ġplan,29,ets,3.0342285e-14
34,",",34,",",2.993701e-14
358,Ġhis,358,Ġhis,2.972756e-14
105,zel,193,zel,2.9213082e-14
42,ĠT,42,ĠT,2.8609663e-14
271,Ġ(,272,1998,2.8516228e-14
29,ets,30,Ġplan,2.846678e-14
192,ĠAf,191,Ġby,2.8338278e-14
192,ĠAf,193,zel,2.8231403e-14
74,Ġyounger,69,Ġ1902,2.774007e-14
350,ĠSut,354,Ġkill,2.7519523e-14
359,Ġstolen,357,Ġwith,2.6925292e-14
357,Ġwith,359,Ġstolen,2.529841e-14
161,ĠTheatre,160,Ġthe,2.4952698e-14
72,Ġwhen,71,ĠParis,2.4701766e-14
359,Ġstolen,361,Ġgiving,2.466575e-14
329,Ġ(,323,:,2.4379783e-14
25,Ġ&,12,Ġwhere,2.3537797e-14
354,Ġkill,350,ĠSut,2.3508768e-14
160,Ġthe,161,ĠTheatre,2.3354489e-14
353,Ġto,354,Ġkill,2.2793826e-14
361,Ġgiving,359,Ġstolen,2.2375732e-14
200,Ġhas,200,Ġhas,2.2327514e-14
352,Ġtrying,354,Ġkill,2.19074e-14
38,Ġan,33,ĠGermany,2.1249951e-14
354,Ġkill,352,Ġtrying,2.0636779e-14
25,Ġ&,29,ets,2.0395108e-14
354,Ġkill,353,Ġto,2.0239558e-14
29,ets,27,Ġliving,1.9502729e-14
12,Ġwhere,13,Ġpuppet,1.9410138e-14
358,Ġhis,357,Ġwith,1.921634e-14
29,ets,25,Ġ&,1.9049095e-14
27,Ġliving,29,ets,1.9011055e-14
357,Ġwith,358,Ġhis,1.8555866e-14
13,Ġpuppet,12,Ġwhere,1.8150444e-14
44,on,41,Ġmaster,1.7741828e-14
358,Ġhis,361,Ġgiving,1.7603693e-14
12,Ġwhere,14,Ġmaster,1.7334409e-14
24,),12,Ġwhere,1.7109696e-14
26,Ġhis,29,ets,1.6743056e-14
189,Ġfirst,191,Ġby,1.6553013e-14
354,Ġkill,355,Ġeveryone,1.6490114e-14
361,Ġgiving,358,Ġhis,1.641214e-14
272,1998,272,1998,1.638868e-14
339,ĠMaster,337,Ġ&,1.6274203e-14
14,Ġmaster,12,Ġwhere,1.6270107e-14
191,Ġby,189,Ġfirst,1.6180391e-14
355,Ġeveryone,354,Ġkill,1.5983712e-14
42,ĠT,41,Ġmaster,1.578852e-14
351,ek,354,Ġkill,1.5686972e-14
29,ets,26,Ġhis,1.5653823e-14
32,Ġescape,31,Ġto,1.5571218e-14
31,Ġto,32,Ġescape,1.5436257e-14
41,Ġmaster,42,ĠT,1.5010928e-14
157,Ġwere,161,ĠTheatre,1.4683015e-14
127,rig,127,rig,1.4457277e-14
147,Ġ&,147,Ġ&,1.4402535e-14
78,ĠS,82,Ġran,1.41954e-14
158,Ġpart,158,Ġpart,1.3721674e-14
354,Ġkill,351,ek,1.3497632e-14
190,Ġplace,189,Ġfirst,1.3273552e-14
189,Ġfirst,190,Ġplace,1.310958e-14
30,Ġplan,28,Ġpupp,1.24341514e-14
359,Ġstolen,360,Ġlife,1.2372593e-14
80,o,82,Ġran,1.2273921e-14
6,ĠK,9,ige,1.2256188e-14
127,rig,129,ĠD,1.2085292e-14
357,Ġwith,357,Ġwith,1.1994767e-14
129,ĠD,127,rig,1.1954202e-14
34,",",31,Ġto,1.18767944e-14
31,Ġto,34,",",1.1762721e-14
151,Ġhis,146,Ġhimself,1.1472281e-14
28,Ġpupp,30,Ġplan,1.1337889e-14
127,rig,126,B,1.12693295e-14
189,Ġfirst,185,Ġstolen,1.1248026e-14
168,Ġgift,142,Ġgift,1.12116135e-14
357,Ġwith,361,Ġgiving,1.09881374e-14
126,B,127,rig,1.0865425e-14
76,Ġ(,106,Ġ(,1.07485525e-14
361,Ġgiving,357,Ġwith,1.0609033e-14
354,Ġkill,356,Ġassociated,1.0329963e-14
127,rig,128,itta,1.01956034e-14
19,Ġ(,125,Ġ(,1.0147645e-14
272,1998,330,1991,1.0144936e-14
212,Ġof,212,Ġof,1.0107119e-14
360,Ġlife,359,Ġstolen,1.0105886e-14
9,ige,6,ĠK,1.0064605e-14
129,ĠD,129,ĠD,9.992912e-15
361,Ġgiving,361,Ġgiving,9.718772e-15
383,Ġearlier,383,Ġearlier,9.5983664e-15
356,Ġassociated,354,Ġkill,9.518985e-15
381,Ġin,383,Ġearlier,9.426515e-15
383,Ġearlier,381,Ġin,9.389155e-15
146,Ġhimself,151,Ġhis,9.374769e-15
129,ĠD,126,B,9.318221e-15
163,ique,159,Ġof,9.2718784e-15
142,Ġgift,168,Ġgift,9.252127e-15
381,Ġin,381,Ġin,9.221016e-15
126,B,129,ĠD,9.082768e-15
189,Ġfirst,184,Ġwas,9.010778e-15
128,itta,127,rig,8.954139e-15
358,Ġhis,360,Ġlife,8.828543e-15
69,Ġ1902,69,Ġ1902,8.6529625e-15
263,Ġ(,403,Ġ(,8.638386e-15
184,Ġwas,189,Ġfirst,8.5535225e-15
126,B,126,B,8.469559e-15
40,Ġpuppet,45,Ġreminis,8.46268e-15
106,Ġ(,76,Ġ(,8.439275e-15
129,ĠD,128,itta,8.430362e-15
187,Ġin,191,Ġby,8.360865e-15
41,Ġmaster,41,Ġmaster,8.28391e-15
383,Ġearlier,382,Ġthe,8.150721e-15
149,Ġlife,147,Ġ&,8.038817e-15
382,Ġthe,383,Ġearlier,8.019797e-15
381,Ġin,382,Ġthe,8.004789e-15
379,Ġserum,379,Ġserum,7.872394e-15
163,ique,162,ĠMag,7.866659e-15
382,Ġthe,381,Ġin,7.844963e-15
381,Ġin,379,Ġserum,7.838801e-15
27,Ġliving,28,Ġpupp,7.790656e-15
28,Ġpupp,27,Ġliving,7.767599e-15
159,Ġof,163,ique,7.706152e-15
81,),83,Ġthe,7.669434e-15
126,B,128,itta,7.6625624e-15
83,Ġthe,81,),7.6134955e-15
28,Ġpupp,25,Ġ&,7.5869385e-15
128,itta,129,ĠD,7.485059e-15
360,Ġlife,358,Ġhis,7.41246e-15
169,Ġof,142,Ġgift,7.298209e-15
380,Ġfeatured,383,Ġearlier,7.150445e-15
161,ĠTheatre,159,Ġof,7.0330645e-15
380,Ġfeatured,381,Ġin,6.994564e-15
125,Ġ(,19,Ġ(,6.9865636e-15
128,itta,126,B,6.9797175e-15
162,ĠMag,163,ique,6.965381e-15
159,Ġof,161,ĠTheatre,6.9602273e-15
26,Ġhis,28,Ġpupp,6.8612134e-15
169,Ġof,143,Ġof,6.8180583e-15
330,1991,272,1998,6.8125988e-15
382,Ġthe,382,Ġthe,6.810208e-15
190,Ġplace,187,Ġin,6.7915546e-15
382,Ġthe,379,Ġserum,6.669016e-15
45,Ġreminis,40,Ġpuppet,6.657883e-15
187,Ġin,190,Ġplace,6.6216127e-15
8,w,10,Ġduring,6.5292074e-15
128,itta,128,itta,6.314676e-15
162,ĠMag,161,ĠTheatre,6.2911615e-15
383,Ġearlier,380,Ġfeatured,6.2506377e-15
28,Ġpupp,26,Ġhis,6.2346826e-15
379,Ġserum,380,Ġfeatured,6.165056e-15
381,Ġin,380,Ġfeatured,6.138725e-15
46,ces,40,Ġpuppet,5.9747387e-15
161,ĠTheatre,162,ĠMag,5.9671544e-15
380,Ġfeatured,379,Ġserum,5.9460447e-15
187,Ġin,185,Ġstolen,5.6813575e-15
71,ĠParis,69,Ġ1902,5.636457e-15
361,Ġgiving,61,Ġgiving,5.600557e-15
382,Ġthe,380,Ġfeatured,5.2226434e-15
187,Ġin,186,Ġfrom,5.1850063e-15
105,zel,105,zel,5.1729945e-15
8,w,11,Ġ1944,5.066867e-15
69,Ġ1902,71,ĠParis,4.9977786e-15
186,Ġfrom,187,Ġin,4.926098e-15
361,Ġgiving,360,Ġlife,4.8698033e-15
61,Ġgiving,361,Ġgiving,4.7438203e-15
192,ĠAf,192,ĠAf,4.7368763e-15
31,Ġto,31,Ġto,4.66657e-15
380,Ġfeatured,380,Ġfeatured,4.6565048e-15
389,oul,392,Ġsuicide,4.5553055e-15
187,Ġin,184,Ġwas,4.551345e-15
358,Ġhis,354,Ġkill,4.432636e-15
360,Ġlife,361,Ġgiving,4.389426e-15
149,Ġlife,149,Ġlife,4.3776035e-15
184,Ġwas,187,Ġin,4.3765015e-15
44,on,45,Ġreminis,4.2992754e-15
83,Ġthe,72,Ġwhen,4.29254e-15
330,1991,330,1991,4.217117e-15
8,w,5,Ġin,4.2085353e-15
187,Ġin,182,Ġthe,4.0801103e-15
19,Ġ(,106,Ġ(,3.9279073e-15
44,on,46,ces,3.8455923e-15
42,ĠT,45,Ġreminis,3.825941e-15
253,Ġ(,403,Ġ(,3.772334e-15
273,),265,"),",3.7056273e-15
215,Ġhave,212,Ġof,3.6662157e-15
341,Ġ&,337,Ġ&,3.591042e-15
687,ob,687,ob,3.513641e-15
29,ets,32,Ġescape,3.5080028e-15
323,:,330,1991,3.457993e-15
45,Ġreminis,44,on,3.4456153e-15
42,ĠT,46,ces,3.422194e-15
212,Ġof,215,Ġhave,3.4070835e-15
211,As,212,Ġof,3.3183087e-15
71,ĠParis,71,ĠParis,3.2554926e-15
151,Ġhis,148,Ġgave,3.1915393e-15
45,Ġreminis,42,ĠT,3.148226e-15
212,Ġof,211,As,3.1361916e-15
377,Ġthe,379,Ġserum,3.128592e-15
340,Ġ4,337,Ġ&,3.0412671e-15
273,),255,"),",2.8991977e-15
106,Ġ(,19,Ġ(,2.8721075e-15
376,Ġof,379,Ġserum,2.869512e-15
147,Ġ&,146,Ġhimself,2.8627988e-15
46,ces,42,ĠT,2.8251967e-15
378,Ġgreen,379,Ġserum,2.8049759e-15
357,Ġwith,354,Ġkill,2.7668454e-15
61,Ġgiving,61,Ġgiving,2.730785e-15
146,Ġhimself,147,Ġ&,2.7187278e-15
158,Ġpart,161,ĠTheatre,2.573588e-15
379,Ġserum,378,Ġgreen,2.5039596e-15
377,Ġthe,380,Ġfeatured,2.4500737e-15
345,:,337,Ġ&,2.403437e-15
213,Ġlate,212,Ġof,2.3608464e-15
388,ĠT,392,Ġsuicide,2.3539041e-15
212,Ġof,213,Ġlate,2.307803e-15
147,Ġ&,145,Ġto,2.2941542e-15
329,Ġ(,331,),2.2788987e-15
376,Ġof,380,Ġfeatured,2.2471907e-15
360,Ġlife,360,Ġlife,2.1972458e-15
378,Ġgreen,380,Ġfeatured,2.1966425e-15
126,B,107,Jack,2.1807458e-15
73,Ġhis,82,Ġran,2.1538517e-15
149,Ġlife,142,Ġgift,2.1226281e-15
145,Ġto,147,Ġ&,2.107275e-15
337,Ġ&,341,Ġ&,2.1041904e-15
274,Ġ&,265,"),",2.0569215e-15
41,Ġmaster,45,Ġreminis,2.0073885e-15
94,Ġwhen,72,Ġwhen,1.9956912e-15
216,Ġbeen,212,Ġof,1.9618e-15
323,:,323,:,1.9417053e-15
380,Ġfeatured,376,Ġof,1.9272198e-15
266,ĠCurse,174,Ġcurse,1.901761e-15
219,Ġbit,220,Ġof,1.8858388e-15
348,ĠChapter,347,ĠFinal,1.8728485e-15
212,Ġof,216,Ġbeen,1.8676545e-15
60,Ġof,61,Ġgiving,1.830553e-15
61,Ġgiving,60,Ġof,1.8124868e-15
220,Ġof,219,Ġbit,1.8003588e-15
347,ĠFinal,348,ĠChapter,1.7837472e-15
345,:,347,ĠFinal,1.7425595e-15
45,Ġreminis,41,Ġmaster,1.7373691e-15
381,Ġin,385,Ġ&,1.729619e-15
127,rig,125,Ġ(,1.7102772e-15
344,Ġ5,347,ĠFinal,1.7045584e-15
347,ĠFinal,345,:,1.700493e-15
265,"),",274,Ġ&,1.6660953e-15
86,ĠMag,162,ĠMag,1.6621533e-15
163,ique,71,ĠParis,1.657961e-15
337,Ġ&,340,Ġ4,1.6499607e-15
162,ĠMag,86,ĠMag,1.6387077e-15
347,ĠFinal,344,Ġ5,1.6358346e-15
82,Ġran,75,Ġself,1.6138065e-15
274,Ġ&,255,"),",1.6092759e-15
7,ole,10,Ġduring,1.5726688e-15
46,ces,41,Ġmaster,1.5591094e-15
75,Ġself,82,Ġran,1.5325679e-15
190,Ġplace,183,Ġsecret,1.5212217e-15
105,zel,107,Jack,1.5209663e-15
385,Ġ&,383,Ġearlier,1.4865269e-15
105,zel,104,ĠAf,1.484549e-15
382,Ġthe,385,Ġ&,1.4715024e-15
119,Ġyoung,74,Ġyounger,1.4640667e-15
192,ĠAf,104,ĠAf,1.434167e-15
129,ĠD,125,Ġ(,1.4144823e-15
221,Ġa,220,Ġof,1.41148e-15
99,Ġyear,99,Ġyear,1.3850775e-15
691,Ġhave,687,ob,1.3544691e-15
331,),329,Ġ(,1.3505428e-15
273,),271,Ġ(,1.3500689e-15
104,ĠAf,105,zel,1.3411425e-15
220,Ġof,221,Ġa,1.3348543e-15
687,ob,691,Ġhave,1.3174721e-15
126,B,125,Ġ(,1.2848437e-15
104,ĠAf,192,ĠAf,1.2707761e-15
99,Ġyear,98,Ġ3000,1.2565271e-15
215,Ġhave,215,Ġhave,1.2358767e-15
181,Ġwhom,194,Ġwants,1.2322048e-15
271,Ġ(,273,),1.2314857e-15
174,Ġcurse,266,ĠCurse,1.2280003e-15
81,),82,Ġran,1.2151021e-15
60,Ġof,60,Ġof,1.2149816e-15
31,Ġto,12,Ġwhere,1.2078049e-15
98,Ġ3000,99,Ġyear,1.1888529e-15
82,Ġran,81,),1.1747245e-15
338,ĠPuppet,337,Ġ&,1.1651782e-15
185,Ġstolen,183,Ġsecret,1.1555463e-15
145,Ġto,149,Ġlife,1.147534e-15
215,Ġhave,211,As,1.1376053e-15
211,As,215,Ġhave,1.1185933e-15
186,Ġfrom,183,Ġsecret,1.1033874e-15
688,viously,687,ob,1.0892437e-15
98,Ġ3000,98,Ġ3000,1.0785142e-15
189,Ġfirst,189,Ġfirst,1.0773712e-15
128,itta,125,Ġ(,1.0573352e-15
687,ob,688,viously,1.0374384e-15
211,As,211,As,1.0296517e-15
377,Ġthe,376,Ġof,1.0140249e-15
7,ole,5,Ġin,1.0136923e-15
193,zel,139,zel,1.0073664e-15
376,Ġof,377,Ġthe,1.0065828e-15
942,br,942,br,1.0057997e-15
377,Ġthe,378,Ġgreen,9.951101e-16
378,Ġgreen,377,Ġthe,9.839445e-16
184,Ġwas,183,Ġsecret,9.802843e-16
385,Ġ&,380,Ġfeatured,9.680546e-16
689,Ġother,687,ob,9.59342e-16
125,Ġ(,126,B,9.473012e-16
142,Ġgift,142,Ġgift,9.355614e-16
105,zel,101,ĠEgyptian,9.348516e-16
376,Ġof,376,Ġof,9.300531e-16
687,ob,689,Ġother,9.240906e-16
376,Ġof,378,Ġgreen,9.127047e-16
378,Ġgreen,376,Ġof,9.091394e-16
378,Ġgreen,378,Ġgreen,8.921812e-16
151,Ġhis,139,zel,8.913307e-16
105,zel,97,Ġa,8.81269e-16
271,Ġ(,403,Ġ(,8.7649487e-16
142,Ġgift,143,Ġof,8.7401073e-16
942,br,940,Ġ/,8.6753003e-16
125,Ġ(,128,itta,8.5704054e-16
143,Ġof,142,Ġgift,8.5594596e-16
183,Ġsecret,185,Ġstolen,8.4638375e-16
215,Ġhave,213,Ġlate,8.371232e-16
182,Ġthe,183,Ġsecret,8.2708643e-16
143,Ġof,143,Ġof,7.996331e-16
147,Ġ&,148,Ġgave,7.9663417e-16
198,Ġeveryone,201,Ġlearnt,7.962452e-16
213,Ġlate,215,Ġhave,7.958384e-16
251,ĠMaster,249,Ġseen,7.812855e-16
261,ĠFinal,347,ĠFinal,7.7418287e-16
183,Ġsecret,186,Ġfrom,7.724424e-16
403,Ġ(,271,Ġ(,7.713058e-16
350,ĠSut,179,ĠSut,7.7089406e-16
337,Ġ&,338,ĠPuppet,7.683164e-16
211,As,213,Ġlate,7.5768124e-16
274,Ġ&,271,Ġ(,7.4939403e-16
179,ĠSut,350,ĠSut,7.4225857e-16
148,Ġgave,147,Ġ&,7.3958486e-16
213,Ġlate,211,As,7.3255957e-16
254,1993,404,1989,7.3023547e-16
389,oul,391,Ġcommitting,7.2689477e-16
940,Ġ/,940,Ġ/,7.245555e-16
146,Ġhimself,142,Ġgift,7.1791934e-16
354,Ġkill,354,Ġkill,7.1736364e-16
272,1998,273,),7.077549e-16
